site,latitude,longitude,date,week,treatment,plot_position,top_depth_m,middle_depth_m,bottom_depth_m,unmeasured_sea_cucumber,survey_time,species,abundance,density
Brighton Beach,49.35914,-122.89389,01-25-2025,1,Addition,right,5,7.5,8.5,1,NA,sunflower_star,0,0
Brighton Beach,49.35914,-122.89389,01-25-2025,1,Removal,left,5.2,6.7,8.1,0,NA,initial_sea_cucumber,12,0.48
Brighton Beach,49.35914,-122.89389,01-25-2025,1,Removal,left,5.2,6.7,8.1,0,NA,experimental_sea_cucumber,3,0.12
Brighton Beach,49.35914,-122.89389,01-25-2025,1,Removal,left,5.2,6.7,8.1,0,NA,blood_star,0,0
Brighton Beach,49.35914,-122.89389,01-25-2025,1,Removal,left,5.2,6.7,8.1,0,NA,leather_star,36,1.44
Brighton Beach,49.35914,-122.89389,01-25-2025,1,Removal,left,5.2,6.7,8.1,0,NA,mottled_star,1,0.04
Brighton Beach,49.35914,-122.89389,01-25-2025,1,Removal,left,5.2,6.7,8.1,0,NA,ochre_star,10,0.4
Brighton Beach,49.35914,-122.89389,01-25-2025,1,Removal,left,5.2,6.7,8.1,0,NA,pink_star,2,0.08
Brighton Beach,49.35914,-122.89389,01-25-2025,1,Removal,left,5.2,6.7,8.1,0,NA,sunflower_star,0,0
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Removal,left,NA,NA,NA,0,9,initial_sea_cucumber,12,0.48
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Removal,left,NA,NA,NA,0,9,experimental_sea_cucumber,0,0
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Removal,left,NA,NA,NA,0,9,blood_star,0,0
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Removal,left,NA,NA,NA,0,9,leather_star,26,1.04
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Removal,left,NA,NA,NA,0,9,mottled_star,1,0.04
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Removal,left,NA,NA,NA,0,9,ochre_star,4,0.16
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Removal,left,NA,NA,NA,0,9,pink_star,6,0.24
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Removal,left,NA,NA,NA,0,9,sunflower_star,0,0
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Control,center,NA,NA,NA,0,16,initial_sea_cucumber,2,0.08
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Control,center,NA,NA,NA,0,16,experimental_sea_cucumber,1,0.04
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Control,center,NA,NA,NA,0,16,blood_star,0,0
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Control,center,NA,NA,NA,0,16,leather_star,24,0.96
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Control,center,NA,NA,NA,0,16,mottled_star,4,0.16
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Control,center,NA,NA,NA,0,16,ochre_star,1,0.04
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Control,center,NA,NA,NA,0,16,pink_star,5,0.2
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Control,center,NA,NA,NA,0,16,sunflower_star,0,0
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Addition,right,NA,NA,NA,0,14,initial_sea_cucumber,3,0.12
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Addition,right,NA,NA,NA,0,14,experimental_sea_cucumber,4,0.16
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Addition,right,NA,NA,NA,0,14,blood_star,0,0
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Addition,right,NA,NA,NA,0,14,leather_star,44,1.76
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Addition,right,NA,NA,NA,0,14,mottled_star,9,0.36
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Addition,right,NA,NA,NA,0,14,ochre_star,19,0.76
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Addition,right,NA,NA,NA,0,14,pink_star,8,0.32
Brighton Beach,49.35914,-122.89389,02-10-2025,3,Addition,right,NA,NA,NA,0,14,sunflower_star,0,0
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Removal,left,NA,NA,NA,2,10,initial_sea_cucumber,12,0.48
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Removal,left,NA,NA,NA,2,10,experimental_sea_cucumber,6,0.24
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Removal,left,NA,NA,NA,2,10,blood_star,0,0
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Removal,left,NA,NA,NA,2,10,leather_star,44,1.76
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Removal,left,NA,NA,NA,2,10,mottled_star,2,0.08
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Removal,left,NA,NA,NA,2,10,ochre_star,1,0.04
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Removal,left,NA,NA,NA,2,10,pink_star,9,0.36
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Removal,left,NA,NA,NA,2,10,sunflower_star,0,0
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Control,center,NA,NA,NA,0,8,initial_sea_cucumber,2,0.08
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Control,center,NA,NA,NA,0,8,experimental_sea_cucumber,1,0.04
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Control,center,NA,NA,NA,0,8,blood_star,0,0
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Control,center,NA,NA,NA,0,8,leather_star,35,1.4
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Control,center,NA,NA,NA,0,8,mottled_star,1,0.04
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Control,center,NA,NA,NA,0,8,ochre_star,0,0
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Control,center,NA,NA,NA,0,8,pink_star,18,0.72
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Control,center,NA,NA,NA,0,8,sunflower_star,0,0
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Addition,right,NA,NA,NA,0,12,initial_sea_cucumber,3,0.12
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Addition,right,NA,NA,NA,0,12,experimental_sea_cucumber,3,0.12
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Addition,right,NA,NA,NA,0,12,blood_star,0,0
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Addition,right,NA,NA,NA,0,12,leather_star,57,2.28
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Addition,right,NA,NA,NA,0,12,mottled_star,3,0.12
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Addition,right,NA,NA,NA,0,12,ochre_star,19,0.76
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Addition,right,NA,NA,NA,0,12,pink_star,13,0.52
Brighton Beach,49.35914,-122.89389,03-03-2025,6,Addition,right,NA,NA,NA,0,12,sunflower_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Control,left,NA,6.6,NA,0,11,initial_sea_cucumber,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Control,left,NA,6.6,NA,0,11,experimental_sea_cucumber,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Control,left,NA,6.6,NA,0,11,blood_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Control,left,NA,6.6,NA,0,11,leather_star,6,0.24
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Control,left,NA,6.6,NA,0,11,mottled_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Control,left,NA,6.6,NA,0,11,ochre_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Control,left,NA,6.6,NA,0,11,pink_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Control,left,NA,6.6,NA,0,11,sunflower_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Addition,center,NA,5.4,NA,1,14,initial_sea_cucumber,6,0.24
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Addition,center,NA,5.4,NA,1,14,experimental_sea_cucumber,9,0.36
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Addition,center,NA,5.4,NA,1,14,blood_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Addition,center,NA,5.4,NA,1,14,leather_star,18,0.72
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Addition,center,NA,5.4,NA,1,14,mottled_star,1,0.04
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Addition,center,NA,5.4,NA,1,14,ochre_star,5,0.2
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Addition,center,NA,5.4,NA,1,14,pink_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Addition,center,NA,5.4,NA,1,14,sunflower_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Removal,right,NA,6.2,NA,0,13,initial_sea_cucumber,3,0.12
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Removal,right,NA,6.2,NA,0,13,experimental_sea_cucumber,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Removal,right,NA,6.2,NA,0,13,blood_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Removal,right,NA,6.2,NA,0,13,leather_star,8,0.32
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Removal,right,NA,6.2,NA,0,13,mottled_star,1,0.04
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Removal,right,NA,6.2,NA,0,13,ochre_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Removal,right,NA,6.2,NA,0,13,pink_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-18-2025,0,Removal,right,NA,6.2,NA,0,13,sunflower_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Control,left,6.8,7.7,8.6,0,8,initial_sea_cucumber,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Control,left,6.8,7.7,8.6,0,8,experimental_sea_cucumber,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Control,left,6.8,7.7,8.6,0,8,blood_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Control,left,6.8,7.7,8.6,0,8,leather_star,8,0.32
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Control,left,6.8,7.7,8.6,0,8,mottled_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Control,left,6.8,7.7,8.6,0,8,ochre_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Control,left,6.8,7.7,8.6,0,8,pink_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Control,left,6.8,7.7,8.6,0,8,sunflower_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Addition,center,5.7,7.4,8.1,4,19,initial_sea_cucumber,6,0.24
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Addition,center,5.7,7.4,8.1,4,19,experimental_sea_cucumber,13,0.52
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Addition,center,5.7,7.4,8.1,4,19,blood_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Addition,center,5.7,7.4,8.1,4,19,leather_star,18,0.72
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Addition,center,5.7,7.4,8.1,4,19,mottled_star,3,0.12
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Addition,center,5.7,7.4,8.1,4,19,ochre_star,2,0.08
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Addition,center,5.7,7.4,8.1,4,19,pink_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Addition,center,5.7,7.4,8.1,4,19,sunflower_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Removal,right,6,7.3,9.1,2,14,initial_sea_cucumber,3,0.12
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Removal,right,6,7.3,9.1,2,14,experimental_sea_cucumber,6,0.24
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Removal,right,6,7.3,9.1,2,14,blood_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Removal,right,6,7.3,9.1,2,14,leather_star,16,0.64
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Removal,right,6,7.3,9.1,2,14,mottled_star,1,0.04
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Removal,right,6,7.3,9.1,2,14,ochre_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Removal,right,6,7.3,9.1,2,14,pink_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,01-25-2025,1,Removal,right,6,7.3,9.1,2,14,sunflower_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Control,left,NA,NA,NA,0,11,initial_sea_cucumber,0,0
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Control,left,NA,NA,NA,0,11,experimental_sea_cucumber,2,0.08
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Control,left,NA,NA,NA,0,11,blood_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Control,left,NA,NA,NA,0,11,leather_star,6,0.24
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Control,left,NA,NA,NA,0,11,mottled_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Control,left,NA,NA,NA,0,11,ochre_star,1,0.04
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Control,left,NA,NA,NA,0,11,pink_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Control,left,NA,NA,NA,0,11,sunflower_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Addition,center,NA,NA,NA,3,19,initial_sea_cucumber,6,0.24
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Addition,center,NA,NA,NA,3,19,experimental_sea_cucumber,34,1.36
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Addition,center,NA,NA,NA,3,19,blood_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Addition,center,NA,NA,NA,3,19,leather_star,11,0.44
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Addition,center,NA,NA,NA,3,19,mottled_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Addition,center,NA,NA,NA,3,19,ochre_star,4,0.16
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Addition,center,NA,NA,NA,3,19,pink_star,1,0.04
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Addition,center,NA,NA,NA,3,19,sunflower_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Removal,right,NA,NA,NA,2,NA,initial_sea_cucumber,3,0.12
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Removal,right,NA,NA,NA,2,NA,experimental_sea_cucumber,15,0.6
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Removal,right,NA,NA,NA,2,NA,blood_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Removal,right,NA,NA,NA,2,NA,leather_star,12,0.48
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Removal,right,NA,NA,NA,2,NA,mottled_star,1,0.04
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Removal,right,NA,NA,NA,2,NA,ochre_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Removal,right,NA,NA,NA,2,NA,pink_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,02-10-2025,3,Removal,right,NA,NA,NA,2,NA,sunflower_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Control,left,NA,NA,NA,0,5,initial_sea_cucumber,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Control,left,NA,NA,NA,0,5,experimental_sea_cucumber,1,0.04
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Control,left,NA,NA,NA,0,5,blood_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Control,left,NA,NA,NA,0,5,leather_star,11,0.44
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Control,left,NA,NA,NA,0,5,mottled_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Control,left,NA,NA,NA,0,5,ochre_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Control,left,NA,NA,NA,0,5,pink_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Control,left,NA,NA,NA,0,5,sunflower_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Addition,center,NA,NA,NA,3,22,initial_sea_cucumber,6,0.24
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Addition,center,NA,NA,NA,3,22,experimental_sea_cucumber,29,1.16
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Addition,center,NA,NA,NA,3,22,blood_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Addition,center,NA,NA,NA,3,22,leather_star,28,1.12
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Addition,center,NA,NA,NA,3,22,mottled_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Addition,center,NA,NA,NA,3,22,ochre_star,4,0.16
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Addition,center,NA,NA,NA,3,22,pink_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Addition,center,NA,NA,NA,3,22,sunflower_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Removal,right,NA,NA,NA,1,8,initial_sea_cucumber,3,0.12
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Removal,right,NA,NA,NA,1,8,experimental_sea_cucumber,4,0.16
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Removal,right,NA,NA,NA,1,8,blood_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Removal,right,NA,NA,NA,1,8,leather_star,15,0.6
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Removal,right,NA,NA,NA,1,8,mottled_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Removal,right,NA,NA,NA,1,8,ochre_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Removal,right,NA,NA,NA,1,8,pink_star,0,0
Old Buntzen PP,49.3698033,-122.8733116,03-03-2025,6,Removal,right,NA,NA,NA,1,8,sunflower_star,0,0
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Control,right,NA,6,NA,0,27,initial_sea_cucumber,6,0.24
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Control,right,NA,6,NA,0,27,experimental_sea_cucumber,6,0.24
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Control,right,NA,6,NA,0,27,blood_star,0,0
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Control,right,NA,6,NA,0,27,leather_star,87,3.48
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Control,right,NA,6,NA,0,27,mottled_star,1,0.04
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Control,right,NA,6,NA,0,27,ochre_star,0,0
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Control,right,NA,6,NA,0,27,pink_star,0,0
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Control,right,NA,6,NA,0,27,sunflower_star,4,0.16
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Addition,left,NA,7.7,NA,0,13,initial_sea_cucumber,14,0.56
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Addition,left,NA,7.7,NA,0,13,experimental_sea_cucumber,33,1.32
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Addition,left,NA,7.7,NA,0,13,blood_star,0,0
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Addition,left,NA,7.7,NA,0,13,leather_star,27,1.08
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Addition,left,NA,7.7,NA,0,13,mottled_star,0,0
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Addition,left,NA,7.7,NA,0,13,ochre_star,3,0.12
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Addition,left,NA,7.7,NA,0,13,pink_star,0,0
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Addition,left,NA,7.7,NA,0,13,sunflower_star,0,0
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Removal,center,NA,7.5,NA,1,18,initial_sea_cucumber,20,0.8
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Removal,center,NA,7.5,NA,1,18,experimental_sea_cucumber,1,0.04
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Removal,center,NA,7.5,NA,1,18,blood_star,0,0
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Removal,center,NA,7.5,NA,1,18,leather_star,50,2
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Removal,center,NA,7.5,NA,1,18,mottled_star,3,0.12
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Removal,center,NA,7.5,NA,1,18,ochre_star,5,0.2
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Removal,center,NA,7.5,NA,1,18,pink_star,0,0
N Croker Island,49.4481372,-122.87396,01-15-2025,0,Removal,center,NA,7.5,NA,1,18,sunflower_star,3,0.12
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Addition,left,8,8.8,9.6,0,13,initial_sea_cucumber,14,0.56
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Addition,left,8,8.8,9.6,0,13,experimental_sea_cucumber,10,0.4
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Addition,left,8,8.8,9.6,0,13,blood_star,0,0
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Addition,left,8,8.8,9.6,0,13,leather_star,22,0.88
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Addition,left,8,8.8,9.6,0,13,mottled_star,2,0.08
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Addition,left,8,8.8,9.6,0,13,ochre_star,2,0.08
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Addition,left,8,8.8,9.6,0,13,pink_star,0,0
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Addition,left,8,8.8,9.6,0,13,sunflower_star,0,0
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Removal,center,5.9,7.1,8.2,1,12,initial_sea_cucumber,20,0.8
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Removal,center,5.9,7.1,8.2,1,12,experimental_sea_cucumber,6,0.24
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Removal,center,5.9,7.1,8.2,1,12,blood_star,0,0
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Removal,center,5.9,7.1,8.2,1,12,leather_star,56,2.24
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Removal,center,5.9,7.1,8.2,1,12,mottled_star,8,0.32
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Removal,center,5.9,7.1,8.2,1,12,ochre_star,1,0.04
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Removal,center,5.9,7.1,8.2,1,12,pink_star,0,0
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Removal,center,5.9,7.1,8.2,1,12,sunflower_star,2,0.08
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Control,right,6.2,7.6,8,0,10,initial_sea_cucumber,6,0.24
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Control,right,6.2,7.6,8,0,10,experimental_sea_cucumber,1,0.04
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Control,right,6.2,7.6,8,0,10,blood_star,0,0
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Control,right,6.2,7.6,8,0,10,leather_star,57,2.28
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Control,right,6.2,7.6,8,0,10,mottled_star,4,0.16
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Control,right,6.2,7.6,8,0,10,ochre_star,0,0
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Control,right,6.2,7.6,8,0,10,pink_star,0,0
N Croker Island,49.4481372,-122.87396,01-22-2025,1,Control,right,6.2,7.6,8,0,10,sunflower_star,1,0.04
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Addition,left,NA,NA,NA,0,11,initial_sea_cucumber,14,0.56
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Addition,left,NA,NA,NA,0,11,experimental_sea_cucumber,0,0
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Addition,left,NA,NA,NA,0,11,blood_star,0,0
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Addition,left,NA,NA,NA,0,11,leather_star,29,1.16
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Addition,left,NA,NA,NA,0,11,mottled_star,1,0.04
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Addition,left,NA,NA,NA,0,11,ochre_star,0,0
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Addition,left,NA,NA,NA,0,11,pink_star,0,0
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Addition,left,NA,NA,NA,0,11,sunflower_star,0,0
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Removal,center,NA,NA,NA,0,8,initial_sea_cucumber,20,0.8
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Removal,center,NA,NA,NA,0,8,experimental_sea_cucumber,2,0.08
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Removal,center,NA,NA,NA,0,8,blood_star,0,0
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Removal,center,NA,NA,NA,0,8,leather_star,62,2.48
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Removal,center,NA,NA,NA,0,8,mottled_star,8,0.32
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Removal,center,NA,NA,NA,0,8,ochre_star,3,0.12
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Removal,center,NA,NA,NA,0,8,pink_star,0,0
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Removal,center,NA,NA,NA,0,8,sunflower_star,2,0.08
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Control,right,NA,NA,NA,0,NA,initial_sea_cucumber,6,0.24
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Control,right,NA,NA,NA,0,NA,experimental_sea_cucumber,9,0.36
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Control,right,NA,NA,NA,0,NA,blood_star,0,0
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Control,right,NA,NA,NA,0,NA,leather_star,60,2.4
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Control,right,NA,NA,NA,0,NA,mottled_star,3,0.12
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Control,right,NA,NA,NA,0,NA,ochre_star,0,0
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Control,right,NA,NA,NA,0,NA,pink_star,0,0
N Croker Island,49.4481372,-122.87396,02-08-2025,3,Control,right,NA,NA,NA,0,NA,sunflower_star,1,0.04
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Addition,left,NA,NA,NA,0,12,initial_sea_cucumber,14,0.56
